<FG2 'FG2-SHELL V4.04a' (Mai 11 2023) NOW(UTC):12.06.2024 15:27:04>
<FILE: C:\FG2_Shell_V3\data/A53964/raw/A53964_20240612162658.f2b>
<LOGGER: $A53964>
<FILESIZE: 21325 Bytes>
<MEMORY CLEAR>
<PARAMETER_SET: C:\FG2_Shell_V3\data/A53964/par/A53964_20240413112819.f2p>
<PERIOD: 86400 sec>
<TIME: 17.04.2024 11:03:20>
<HK-BATUSED: 57,3 % (CALC)>
NO;TIME;#1:oC:4A28;#2:oC:49B0;#3:oC:49F7;#4:oC:49CD;#5:oC:49B7;#6:oC:4A9F;#7:oC:491A;#8:oC:4999;#9:oC:4A45;#10:oC:49C3;#11:oC:4A4E;#12:oC:49D0;#13:oC:48FA;#14:oC:49F0;#15:oC:49E1;#16:oC:48C3;#17:oC:4896;#18:oC:49AC;#19:oC:499A;#20:oC:49B5;#21:oC:48C0;#22:oC:4898;#23:oC:48CB;#24:oC:4986;#25:oC:48C8;#26:oC:4962;#27:oC:4992;#28:oC:48F2;#29:oC:4893;#30:oC:48A8;#31:oC:48E1;#32:oC:49EC;#33:oC:48D5;#34:oC:48CF;#35:oC:496F;#36:oC:48C9;#37:oC:4952;#38:oC:48D9;#39:oC:49BD;#40:oC:48F7;HK-TEMP:oC;HK-BAT:V
1;17.04.2024 11:03:20;22,829;23,7392;22,735;23,0955;22,8806;23,1577;22,9788;22,8639;23,0309;22,7797;22,4722;22,839;22,8049;22,5485;22,8367;22,5305;22,6075;22,7796;23,8009;22,5638;22,5293;22,7311;22,9913;22,6209;22,7077;22,8669;22,9792;22,5637;22,7226;22,516;22,564;22,5266;23,7522;22,5502;22,7881;22,5869;22,8731;22,6311;23,0942;22,7946;12,75;3,590
<TIME: 18.04.2024 00:00:00>
2;18.04.2024 00:00:00;21,479;21,5672;21,463;21,5895;21,5086;21,6597;21,5908;21,2789;21,7049;21,3107;21,6212;21,263;21,6879;21,2185;21,6667;21,3955;21,6055;21,4106;21,5799;21,4198;21,5623;21,4611;21,6223;21,3909;21,5477;21,3889;21,5152;21,3417;21,5616;21,385;21,584;21,2556;21,5592;21,4662;21,5091;21,4509;21,5581;21,4491;21,6022;21,4076;11,77;3,625
3;19.04.2024 00:00:00;24,233;24,3972;24,269;24,3705;24,2836;24,4067;24,3338;24,1249;24,3749;24,1667;24,3062;24,13;24,4359;24,0025;24,3977;24,1605;24,3115;24,1366;24,3129;24,1988;24,3303;24,2001;24,3753;24,1149;24,2847;24,0129;24,2312;24,0947;24,3226;24,162;24,288;24,0346;24,2852;24,1752;24,2721;24,1709;24,3241;24,1831;24,4302;24,1426
4;20.04.2024 00:00:00;24,348;24,0032;24,377;24,3015;24,3946;24,3047;24,3488;24,1859;24,4199;24,0467;24,2882;24,211;24,3439;24,2225;24,2427;24,2985;24,2135;24,3506;24,1249;24,3448;24,2353;24,3771;24,1543;24,3149;24,1917;24,3329;24,0862;24,2627;24,2296;24,315;24,169;24,2176;24,0572;24,3562;24,1241;24,3179;24,1851;24,3141;24,2962;24,3726
5;21.04.2024 00:00:00;24,62;24,6412;24,631;24,7195;24,6576;24,7367;24,6778;24,5059;24,6609;24,5677;24,6092;24,599;24,7559;24,4905;24,7247;24,5785;24,6545;24,6046;24,6369;24,6118;24,6683;24,6351;24,6883;24,5549;24,6327;24,5399;24,5692;24,5267;24,6656;24,579;24,631;24,4776;24,5922;24,6022;24,6021;24,5789;24,6561;24,5831;24,7642;24,5946
6;22.04.2024 00:00:00;24,456;24,2802;24,482;24,4575;24,5116;24,5447;24,4498;24,2879;24,5469;24,3047;24,4692;24,43;24,5629;24,3905;24,4707;24,4265;24,3915;24,4986;24,3519;24,4598;24,4043;24,5251;24,3703;24,4439;24,3717;24,4969;24,2742;24,3927;24,3696;24,429;24,355;24,3436;24,3012;24,4732;24,2971;24,4409;24,3551;24,4351;24,4892;24,5296
7;23.04.2024 00:00:00;24,193;23,9242;24,258;23,9855;24,1456;24,1837;24,0708;23,9759;24,4439;23,5977;24,3562;23,675;24,2969;23,7895;24,1477;24,0895;24,0655;24,0096;24,0319;24,1138;24,0003;24,1141;24,0213;24,1909;23,9617;24,0259;23,9372;24,0757;23,9736;24,12;24,051;24,0186;23,9272;24,1862;23,9011;24,1779;23,9191;24,1721;24,0332;24,1026
8;24.04.2024 00:00:00;23,912;23,6032;23,944;23,6605;23,8286;23,8377;23,7508;23,6899;24,1189;23,3287;24,0272;23,39;23,9569;23,4905;23,8247;23,8085;23,7555;23,6966;23,7179;23,8108;23,6743;23,8011;23,7053;23,8899;23,6707;23,7109;23,6572;23,7797;23,6576;23,823;23,749;23,7266;23,6352;23,8802;23,6181;23,8739;23,6221;23,8741;23,7202;23,7856
9;25.04.2024 00:00:00;23,963;23,7212;24,009;23,7615;23,9146;23,9317;23,8448;23,7669;24,1699;23,4707;24,0762;23,526;24,0239;23,6015;23,9077;23,8725;23,8365;23,7946;23,8069;23,8868;23,7703;23,8871;23,8033;23,9549;23,7457;23,8029;23,7312;23,8537;23,7536;23,89;23,824;23,8006;23,7262;23,9502;23,7021;23,9419;23,7161;23,9351;23,8132;23,8666
10;26.04.2024 00:00:00;23,78;23,1862;23,732;23,3225;23,7236;23,3137;23,5548;23,6269;23,5479;23,4497;23,3242;23,644;23,2519;23,6785;23,2687;23,7765;23,3465;23,7276;23,1929;23,7288;23,1843;23,7461;23,1833;23,8309;23,3957;23,7639;23,3712;23,7637;23,2436;23,732;23,355;23,7546;23,2462;23,8182;23,3161;23,7749;23,2931;23,7411;23,2762;23,7526
11;27.04.2024 00:00:00;22,025;22,1892;21,96;22,1365;21,9506;22,2017;22,0038;21,8949;21,9959;22,0967;21,9772;21,962;22,1389;21,8005;22,1987;21,9135;22,1445;21,9076;22,1659;21,9328;22,1153;21,9391;22,1723;21,8489;22,0417;21,7779;22,1042;21,8707;22,0976;21,838;22,087;21,7846;22,1542;21,8672;22,0631;21,8559;22,1181;21,9421;22,1022;22,0836;12,69;3,623
12;28.04.2024 00:00:00;22,354;22,5022;22,298;22,4515;22,2906;22,5147;22,3378;22,2309;22,3439;22,4237;22,3112;22,302;22,4589;22,1515;22,5127;22,2615;22,4595;22,2526;22,4789;22,2748;22,4273;22,2861;22,4833;22,2119;22,3617;22,1459;22,4152;22,2197;22,4106;22,191;22,407;22,1456;22,4662;22,2242;22,3841;22,2149;22,4341;22,2841;22,4242;22,4016
13;29.04.2024 00:00:00;22,2;22,2972;22,149;22,2525;22,1356;22,3117;22,1758;22,0799;22,1919;22,2297;22,1562;22,14;22,2759;22,0065;22,3227;22,1215;22,2705;22,1056;22,2829;22,1278;22,2303;22,1371;22,2933;22,0859;22,1847;22,0139;22,2242;22,0827;22,2236;22,06;22,23;22,0166;22,2762;22,0952;22,2061;22,0859;22,2471;22,1321;22,2542;22,2066
14;30.04.2024 00:00:00;22,625;22,7602;22,561;22,6925;22,5526;22,7777;22,6198;22,4989;22,6049;22,6837;22,5762;22,569;22,7129;22,4195;22,7677;22,5335;22,7085;22,5206;22,7329;22,5438;22,6723;22,5541;22,7403;22,4819;22,6197;22,4209;22,6722;22,4887;22,6706;22,469;22,67;22,4186;22,7282;22,5012;22,6481;22,4919;22,6961;22,5491;22,6862;22,6666
15;01.05.2024 00:00:00;23,202;23,3162;23,136;23,2545;23,1306;23,3247;23,1918;23,0779;23,1729;23,2517;23,1422;23,143;23,2719;22,9965;23,3227;23,1155;23,2695;23,0966;23,2879;23,1208;23,2343;23,1301;23,2983;23,0689;23,1897;23,0039;23,2322;23,0717;23,2326;23,049;23,235;22,9996;23,2852;23,0832;23,2141;23,0709;23,2591;23,1261;23,2552;23,2326
16;02.05.2024 00:00:00;23,334;23,4232;23,28;23,3645;23,2716;23,4387;23,3198;23,2179;23,3279;23,3727;23,2822;23,286;23,3939;23,1525;23,4367;23,2695;23,3815;23,2456;23,3979;23,2668;23,3433;23,2781;23,4073;23,2419;23,3057;23,1709;23,3402;23,2267;23,3426;23,209;23,349;23,1686;23,3942;23,2512;23,3311;23,2379;23,3691;23,2701;23,3772;23,3446
17;03.05.2024 00:00:00;23,172;23,2592;23,11;23,2045;23,1006;23,2797;23,1598;23,0489;23,1499;23,1957;23,1182;23,108;23,2369;22,9685;23,2827;23,0915;23,2265;23,0716;23,2429;23,0958;23,1863;23,1051;23,2533;23,0549;23,1487;22,9859;23,1842;23,0507;23,1856;23,031;23,196;22,9846;23,2392;23,0682;23,1731;23,0579;23,2131;23,0981;23,2172;23,1756
18;04.05.2024 00:00:00;22,751;22,8742;22,687;22,8115;22,6806;22,8967;22,7518;22,6289;22,7329;22,7977;22,7092;22,693;22,8369;22,5505;22,8897;22,6695;22,8285;22,6516;22,8529;22,6738;22,7943;22,6821;22,8633;22,6249;22,7457;22,5599;22,7912;22,6257;22,7896;22,605;22,795;22,5576;22,8472;22,6412;22,7751;22,6279;22,8151;22,6771;22,8122;22,7806
19;05.05.2024 00:00:00;22,842;22,9792;22,783;22,9095;22,7756;23,0007;22,8428;22,7239;22,8379;22,9017;22,8022;22,795;22,9349;22,6515;22,9877;22,7645;22,9245;22,7456;22,9489;22,7698;22,8893;22,7801;22,9573;22,7249;22,8397;22,6609;22,8862;22,7197;22,8846;22,7;22,888;22,6546;22,9442;22,7372;22,8661;22,7289;22,9101;22,7731;22,9072;22,8816
20;06.05.2024 00:00:00;23,039;23,1552;22,98;23,0925;22,9726;23,1757;23,0348;22,9179;23,0369;23,0867;22,9972;22,99;23,1209;22,8505;23,1667;22,9635;23,1075;22,9456;23,1289;22,9668;23,0713;22,9781;23,1403;22,9279;23,0257;22,8639;23,0692;22,9227;23,0686;22,902;23,073;22,8596;23,1252;22,9432;23,0531;22,9309;23,0961;22,9701;23,0942;23,0646
21;07.05.2024 00:00:00;22,916;23,0282;22,853;22,9685;22,8426;23,0497;22,9128;22,7919;22,8979;22,9497;22,8712;22,854;22,9979;22,7135;23,0467;22,8315;22,9885;22,8136;23,0069;22,8378;22,9493;22,8491;23,0183;22,7909;22,9067;22,7239;22,9462;22,7907;22,9466;22,77;22,954;22,7226;23,0032;22,8052;22,9301;22,7949;22,9721;22,8411;22,9752;22,9356;13,55;3,637
22;08.05.2024 00:00:00;22,817;22,9572;22,75;22,8925;22,7386;22,9807;22,8178;22,6899;22,8019;22,8667;22,7752;22,754;22,9159;22,6055;22,9697;22,7215;22,9055;22,7076;22,9329;22,7318;22,8743;22,7421;22,9413;22,6699;22,8207;22,6099;22,8682;22,6807;22,8676;22,655;22,869;22,6026;22,9262;22,6882;22,8451;22,6789;22,8951;22,7381;22,8862;22,8576
23;09.05.2024 00:00:00;22,625;22,7562;22,563;22,6905;22,5566;22,7797;22,6258;22,5019;22,6209;22,6747;22,5892;22,569;22,7169;22,4295;22,7697;22,5415;22,7055;22,5266;22,7309;22,5488;22,6713;22,5601;22,7403;22,5009;22,6207;22,4419;22,6672;22,5007;22,6656;22,478;22,67;22,4326;22,7242;22,5162;22,6471;22,5079;22,6921;22,5531;22,6882;22,6586
24;10.05.2024 00:00:00;22,732;22,8672;22,669;22,8015;22,6626;22,8887;22,7318;22,6099;22,7269;22,7877;22,6932;22,681;22,8259;22,5355;22,8757;22,6525;22,8115;22,6336;22,8389;22,6548;22,7813;22,6681;22,8473;22,6099;22,7277;22,5469;22,7772;22,6087;22,7746;22,587;22,777;22,5396;22,8342;22,6232;22,7541;22,6139;22,8011;22,6601;22,7952;22,7706
25;11.05.2024 00:00:00;22,961;23,0802;22,903;23,0145;22,8956;23,0997;22,9568;22,8409;22,9649;23,0127;22,9212;22,91;23,0429;22,7735;23,0917;22,8855;23,0305;22,8676;23,0529;22,8898;22,9953;22,9031;23,0633;22,8509;22,9497;22,7869;22,9912;22,8447;22,9926;22,825;22,996;22,7816;23,0482;22,8632;22,9741;22,8539;23,0171;22,8931;23,0162;22,9906
26;12.05.2024 00:00:00;23,241;23,3232;23,185;23,2685;23,1756;23,3407;23,2268;23,1239;23,2329;23,2697;23,1902;23,185;23,2999;23,0535;23,3427;23,1715;23,2885;23,1516;23,3029;23,1708;23,2493;23,1821;23,3173;23,1399;23,2117;23,0689;23,2482;23,1297;23,2506;23,112;23,258;23,0706;23,3012;23,1522;23,2381;23,1399;23,2751;23,1741;23,2862;23,2466
27;13.05.2024 00:00:00;23,519;23,5972;23,469;23,5415;23,4596;23,6117;23,5068;23,4049;23,5169;23,5497;23,4692;23,469;23,5749;23,3375;23,6147;23,4565;23,5615;23,4346;23,5759;23,4568;23,5213;23,4671;23,5873;23,4309;23,4857;23,3609;23,5192;23,4167;23,5226;23,401;23,533;23,3596;23,5722;23,4402;23,5111;23,4289;23,5501;23,4581;23,5602;23,5226
28;14.05.2024 00:00:00;24,347;24,4402;24,264;24,3885;24,2496;24,4387;24,3278;24,2079;24,2619;24,3787;24,2602;24,259;24,3959;24,0935;24,4577;24,2295;24,4155;24,2146;24,4199;24,2428;24,3693;24,2481;24,4383;24,1639;24,3357;24,0749;24,3752;24,1807;24,3816;24,155;24,383;24,0956;24,4262;24,1842;24,3641;24,1649;24,4071;24,2501;24,3982;24,3776
29;15.05.2024 00:00:00;24,002;24,0772;23,945;24,0215;23,9356;24,0917;23,9858;23,8819;23,9879;24,0267;23,9452;23,945;24,0529;23,8105;24,0967;23,9315;24,0475;23,9106;24,0579;23,9318;24,0033;23,9431;24,0693;23,9029;23,9697;23,8289;24,0012;23,8897;24,0066;23,873;24,015;23,8276;24,0572;23,9132;23,9961;23,8999;24,0321;23,9351;24,0412;24,0006
30;16.05.2024 00:00:00;23,395;23,4562;23,344;23,4025;23,3376;23,4767;23,3788;23,2809;23,3929;23,4077;23,3482;23,341;23,4429;23,2185;23,4807;23,3375;23,4265;23,3126;23,4409;23,3358;23,3823;23,3451;23,4523;23,3209;23,3547;23,2519;23,3822;23,2997;23,3846;23,285;23,4;23,2466;23,4382;23,3282;23,3771;23,3159;23,4121;23,3351;23,4302;23,3786
31;17.05.2024 00:00:00;23,031;23,0752;22,977;23,0355;22,9636;23,0987;23,0148;22,9139;23,0209;23,0237;22,9792;22,959;23,0769;22,8395;23,1137;22,9655;23,0595;22,9416;23,0699;22,9628;23,0143;22,9731;23,0863;22,9459;22,9897;22,8659;23,0132;22,9267;23,0166;22,912;23,036;22,8686;23,0682;22,9522;23,0131;22,9409;23,0471;22,9641;23,0682;23,0026;13,49;3,632
32;18.05.2024 00:00:00;23,27;23,3542;23,196;23,3075;23,1836;23,3717;23,2578;23,1379;23,2109;23,2877;23,2012;23,187;23,3269;23,0385;23,3827;23,1685;23,3315;23,1516;23,3429;23,1768;23,2893;23,1831;23,3583;23,1199;23,2547;23,0359;23,2912;23,1247;23,2926;23,104;23,303;23,0476;23,3432;23,1342;23,2801;23,1199;23,3201;23,1801;23,3212;23,2816
33;19.05.2024 00:00:00;23,149;23,2092;23,094;23,1635;23,0836;23,2277;23,1338;23,0289;23,1359;23,1527;23,0972;23,081;23,1989;22,9545;23,2397;23,0785;23,1855;23,0566;23,1979;23,0788;23,1423;23,0901;23,2113;23,0519;23,1137;22,9779;23,1412;23,0397;23,1436;23,023;23,159;22,9786;23,1952;23,0612;23,1381;23,0479;23,1711;23,0801;23,1872;23,1316
34;20.05.2024 00:00:00;23,189;23,2512;23,13;23,2055;23,1206;23,2687;23,1738;23,0669;23,1719;23,1967;23,1362;23,119;23,2389;22,9905;23,2827;23,1135;23,2295;23,0936;23,2399;23,1148;23,1853;23,1261;23,2543;23,0849;23,1577;23,0089;23,1852;23,0737;23,1876;23,057;23,203;23,0106;23,2372;23,0952;23,1811;23,0819;23,2151;23,1171;23,2312;23,1756
35;21.05.2024 00:00:00;23,38;23,4652;23,326;23,4095;23,3196;23,4847;23,3688;23,2629;23,3789;23,4127;23,3342;23,329;23,4419;23,1975;23,4847;23,3135;23,4265;23,2936;23,4439;23,3138;23,3883;23,3261;23,4563;23,2859;23,3517;23,2199;23,3852;23,2717;23,3886;23,255;23,398;23,2166;23,4412;23,2972;23,3771;23,2859;23,4151;23,3161;23,4232;23,3866
36;22.05.2024 00:00:00;23,105;23,1822;23,047;23,1305;23,0366;23,2007;23,0968;22,9849;23,0879;23,1207;23,0582;23,04;23,1659;22,9065;23,2087;23,0315;23,1535;23,0096;23,1679;23,0318;23,1123;23,0431;23,1823;22,9989;23,0807;22,9259;23,1112;22,9897;23,1126;22,971;23,127;22,9246;23,1662;23,0082;23,1041;22,9979;23,1411;23,0351;23,1532;23,1006
37;23.05.2024 00:00:00;23,318;23,4112;23,249;23,3625;23,2376;23,4297;23,3078;23,1889;23,2729;23,3437;23,2582;23,244;23,3819;23,0975;23,4377;23,2245;23,3835;23,2046;23,3959;23,2308;23,3413;23,2391;23,4103;23,1759;23,3047;23,1009;23,3422;23,1797;23,3446;23,159;23,351;23,1056;23,3962;23,1902;23,3301;23,1799;23,3711;23,2351;23,3722;23,3346
38;24.05.2024 00:00:00;22,377;22,3872;22,317;22,3575;22,3016;22,4127;22,3498;22,2499;22,3709;22,3367;22,3222;22,288;22,4019;22,1755;22,4387;22,3065;22,3865;22,2816;22,3909;22,3008;22,3383;22,3081;22,4083;22,2889;22,3237;22,2049;22,3372;22,2657;22,3376;22,256;22,364;22,2106;22,3852;22,2952;22,3401;22,2839;22,3681;22,3021;22,4022;22,3176
39;25.05.2024 00:00:00;22,75;22,8672;22,672;22,8095;22,6606;22,8887;22,7478;22,6169;22,7249;22,7777;22,7012;22,676;22,8279;22,5295;22,8857;22,6525;22,8275;22,6336;22,8469;22,6558;22,7873;22,6631;22,8553;22,6069;22,7527;22,5389;22,7822;22,6047;22,7796;22,592;22,788;22,5356;22,8362;22,6232;22,7671;22,6129;22,8101;22,6591;22,8142;22,7686
40;26.05.2024 00:00:00;22,977;23,1002;22,903;23,0415;22,8906;23,1197;22,9798;22,8499;22,9589;23,0237;22,9322;22,918;23,0599;22,7715;23,1147;22,8875;23,0555;22,8696;23,0739;22,8898;23,0193;22,8981;23,0833;22,8429;22,9807;22,7789;23,0122;22,8397;23,0116;22,826;23,016;22,7716;23,0642;22,8612;22,9971;22,8499;23,0391;22,8931;23,0432;23,0066
41;27.05.2024 00:00:00;23,262;23,3812;23,195;23,3175;23,1866;23,3957;23,2608;23,1419;23,2519;23,3127;23,2172;23,214;23,3389;23,0695;23,3917;23,1855;23,3345;23,1646;23,3519;23,1848;23,2943;23,1931;23,3593;23,1499;23,2597;23,0829;23,2902;23,1357;23,2896;23,126;23,296;23,0736;23,3422;23,1622;23,2741;23,1509;23,3191;23,1871;23,3232;23,2896;13,92;3,626
42;28.05.2024 00:00:00;23,338;23,4412;23,266;23,3855;23,2526;23,4587;23,3318;23,2079;23,3159;23,3667;23,2862;23,27;23,4089;23,1255;23,4597;23,2505;23,4045;23,2286;23,4209;23,2498;23,3653;23,2581;23,4283;23,2069;23,3327;23,1409;23,3572;23,2017;23,3586;23,188;23,367;23,1336;23,4092;23,2222;23,3441;23,2129;23,3851;23,2531;23,3932;23,3486
43;29.05.2024 00:00:00;20,736;20,4022;20,718;20,3105;20,7386;20,4877;20,4918;20,6629;20,4359;20,4517;20,2292;20,537;20,2889;20,5105;20,3467;20,6615;20,5845;20,6456;20,3179;20,6338;20,2543;20,6541;20,3323;20,6019;20,4297;20,5289;20,2532;20,6027;20,3226;20,587;20,416;20,5976;20,3432;20,6392;20,4911;20,6849;20,3311;20,6861;20,4672;20,7206
44;30.05.2024 00:00:00;21,825;21,6022;21,841;21,5045;21,8686;21,6647;21,6748;21,8019;21,5929;21,6767;21,4062;21,733;21,4739;21,6725;21,5337;21,8175;21,6905;21,8116;21,4959;21,7958;21,4383;21,8201;21,5213;21,7779;21,5387;21,6829;21,4462;21,7487;21,5126;21,751;21,569;21,7376;21,5252;21,7912;21,6161;21,8199;21,5041;21,8381;21,6012;21,8726
